index,input,name,qty,range_end,unit,comment
81414,"2 cups sweet white wine, preferably a pear-flavored table wine, or use a Johannisberg riesling or an imported Sauternes",white wine,2.0,0.0,cup,"sweet, preferably a pear-flavored table wine, or use a Johannisberg riesling or an imported Sauternes"
81415,Salt to taste if desired,Salt,0.0,0.0,,to taste if desired
81416,Freshly ground pepper to taste,pepper,0.0,0.0,,Freshly ground to taste
81417,1/3 cup toasted hazelnuts,hazelnuts,0.33,0.0,cup,toasted
81418,2 tablespoons lemon juice,lemon juice,2.0,0.0,tablespoon,
81419,4 tablespoons hazelnut liqueur,hazelnut liqueur,4.0,0.0,tablespoon,
81420,1/2 cup dry white wine,dry white wine,0.5,0.0,cup,
81421,2 tablespoons finely chopped shallots,shallots,2.0,0.0,tablespoon,finely chopped
81422,1/4 cup coarsely chopped roasted hazelnuts,hazelnuts,0.25,0.0,cup,coarsely chopped roasted
81423,1/2 pound plus 2 tablespoons butter,butter,18.0,0.0,tablespoon,
81424,"2 red peppers, approximately 1/2 pound each, or slightly less",red peppers,2.0,0.0,,"approximately 1/2 pound each, or slightly less"
81425,1/2 cup chopped or shredded edible flower petals or fresh herbs such as chives or parsley,flower petals,0.5,0.0,cup,chopped or shredded edible or fresh herbs such as chives or parsley
81426,"1 cup lemon-hazelnut butter sauce (<a href=""http://cooking.nytimes.com/recipes/2396-lemon-hazelnut-butter-sauce"">see recipe</a>)",lemon-hazelnut butter sauce,1.0,0.0,cup,(see recipe)
81427,Freshly ground pepper to taste,pepper,0.0,0.0,,Freshly ground to taste
81428,Salt to taste if desired,Salt,0.0,0.0,,to taste if desired
81429,1 tablespoon butter at room temperature,butter,1.0,0.0,tablespoon,at room temperature
81430,"4 pieces skinless, boneless salmon, each cut into equal-size squares or rectangles and each weighing about 1/2 pound",salmon,4.0,0.0,piece,"skinless, boneless, each cut into equal-size squares or rectangles and each weighing about 1/2 pound"
81431,Freshly ground pepper to taste,pepper,0.0,0.0,,Freshly ground to taste
81432,Salt to taste if desired,Salt,0.0,0.0,,to taste if desired
81433,"1/4 teaspoon vinegar, preferably balsamic vinegar or red-wine vinegar",vinegar,0.25,0.0,teaspoon,preferably balsamic vinegar or red-wine vinegar
81434,1 tablespoon dry white wine,dry white wine,1.0,0.0,tablespoon,
81435,Freshly ground pepper to taste,freshly ground pepper to taste,0.0,0.0,,
81436,Salt to taste if desired,Salt to taste if desired,0.0,0.0,,
81437,"1/2 teaspoon vinegar, preferably balsamic or malt vinegar",vinegar,0.5,0.0,teaspoon,preferably balsamic or malt vinegar
81438,2 tablespoons finely chopped shallots,finely chopped shallots,2.0,0.0,tablespoon,
81439,1 tablespoon finely minced garlic,finely minced garlic,1.0,0.0,tablespoon,
81440,1 1/2-inch sprig fresh rosemary or 1/2 teaspoon dried,1/2-inch fresh rosemary,1.0,0.0,sprig,or 1/2 teaspoon dried
81441,1/2 cup dry white wine,dry white wine,0.5,0.0,cup,
81442,1 1/2 cups heavy cream,heavy cream,1.5,0.0,cup,
81443,1 tablespoon flour,flour,1.0,0.0,tablespoon,
81444,1 1/2 tablespoons butter,butter,1.5,0.0,tablespoon,
81445,"2 yellow peppers, approximately 1/2 pound each or slightly less","yellow peppers, approximately 1/2 pound each or slightly less",2.0,0.0,,
81446,"Small cutout rectangles or diamonds of fresh green or red peppers for garnish, optional",peppers,0.0,0.0,,"Small cutout rectangles or diamonds of fresh green or red for garnish, optional"
81447,"3/4 cup roasted red pepper puree (<a href=""http://cooking.nytimes.com/recipes/2394-roasted-red-pepper-puree"">see recipe</a>)",red pepper puree,0.75,0.0,cup,roasted (see recipe)
81448,"1 2/3 cups roasted yellow pepper sauce (<a href=""http://cooking.nytimes.com/recipes/2393-roasted-yellow-pepper-sauce"">see recipe</a>)",yellow pepper sauce,1.67,0.0,cup,roasted (see recipe)
81449,3 tablespoons melted butter,butter,3.0,0.0,tablespoon,melted
81450,4 cloves peeled roasted garlic,garlic,4.0,0.0,clove,peeled roasted
81451,"16 cut-to-order rectangles of phyllo pastry, each measuring about 6 by 8 inches",phyllo pastry,16.0,0.0,rectangle,"cut-to-order, each measuring about 6 by 8 inches"
81452,1/4 teaspoon coarsely cracked black peppercorns,peppercorns,0.25,0.0,teaspoon,coarsely cracked black
81453,3/4 teaspoon finely chopped fresh rosemary or half that amount dried,rosemary,0.75,0.0,teaspoon,finely chopped fresh or half that amount dried
81454,1 tablespoon finely chopped shallots,shallots,1.0,0.0,tablespoon,finely chopped
81455,"1 teaspoon corn, peanut or vegetable oil",corn oil,1.0,0.0,teaspoon,peanut or vegetable
81456,Salt to taste if desired,Salt,0.0,0.0,,to taste if desired
81457,Freshly ground pepper to taste,pepper,0.0,0.0,,Freshly ground to taste
81458,"4 lamb chops cut from a rack of lamb, the meaty portion of each chop about 1 inch thick (see step 1)",lamb chops,4.0,0.0,,"cut from a rack of lamb, the meaty portion of each chop about 1 inch thick (see step 1)"
81459,1/2 cup grated Cheddar cheese,Cheddar cheese,0.5,0.0,cup,grated
81460,"2 large scallions, thinly sliced",large scallions,2.0,0.0,,thinly sliced
81461,1 to 1 1/2 pounds fresh Italian sausage,sausage,1.0,1.5,pound,fresh Italian
81462,4 cups seedless grapes,grapes,4.0,0.0,cup,seedless
81463,"2 teaspoons balsamic vinegar or lemon juice, or to taste",balsamic vinegar,2.0,0.0,teaspoon,"or lemon juice, or to taste"
81464,1 1/2 cups yellow cornmeal,yellow cornmeal,1.5,0.0,cup,
81465,3 tablespoons unsalted butter,unsalted butter,3.0,0.0,tablespoon,
81466,"3 eggs, separated",eggs,3.0,0.0,,separated
81467,1 cup milk,milk,1.0,0.0,cup,
81468,2 tablespoons all-purpose flour,all-purpose flour,2.0,0.0,tablespoon,
81469,1/4 teaspoon freshly ground pepper,freshly ground pepper,0.25,0.0,teaspoon,
81470,1 1/2 teaspoons baking powder,baking powder,1.5,0.0,teaspoon,
81471,"3 cups chicken broth, homemade or low-sodium canned",chicken broth,3.0,0.0,cup,homemade or low-sodium canned
81472,8 cups shiitake mushrooms in 1-inch pieces,shiitake mushrooms,8.0,0.0,cup,in 1-inch pieces
81473,2 1/2 teaspoons kosher salt,kosher salt,2.5,0.0,teaspoon,
81474,3 cups water,water,3.0,0.0,cup,
81475,1/2 teaspoon cayenne pepper,cayenne pepper,0.5,0.0,teaspoon,
81476,1 1/2 teaspoons ground cumin,ground cumin,1.5,0.0,teaspoon,
81477,"2 jalapeno peppers, seeded and minced",jalapeno peppers,2.0,0.0,,seeded and minced
81478,"2 medium onions, peeled and diced",medium onions,2.0,0.0,,peeled and diced
81479,"3 cups carrots, cut into 1/4-inch dice",carrots,3.0,0.0,cup,cut into 1/4-inch dice
81480,2 tablespoons olive oil,olive oil,2.0,0.0,tablespoon,
81481,"2 1/2 pounds boneless skinless chicken thighs, cut in 1-inch cubes",boneless skinless chicken thighs,2.5,0.0,pound,cut in 1-inch cubes
81482,2 1/2 teaspoons kosher salt,kosher salt,2.5,0.0,teaspoon,
81483,Freshly ground pepper to taste,freshly ground pepper to taste,0.0,0.0,,
81484,"1 1/2 pounds green beans, trimmed",beans,1.5,0.0,pound,"green, trimmed"
81485,"2 pounds small red potatoes, thinly sliced",potatoes,2.0,0.0,pound,"small red, thinly sliced"
81486,3/4 cup toasted pine nuts,pine nuts,0.75,0.0,cup,toasted
81487,3/4 cup freshly grated Parmesan cheese,Parmesan cheese,0.75,0.0,cup,freshly grated
81488,2 cups packed fresh basil leaves,basil leaves,2.0,0.0,cup,packed fresh
81489,3/4 cup plus 2 tablespoons olive oil,olive oil,14.0,0.0,tablespoon,
81490,1 1/2 cups heavy cream,heavy cream,1.5,0.0,cup,
81491,5 teaspoons kosher salt,salt,5.0,0.0,teaspoon,kosher
81492,Freshly ground pepper to taste,pepper,0.0,0.0,,Freshly ground to taste
81493,1 1/2 pounds lasagne noodles,lasagne noodles,1.5,0.0,pound,
81494,"8 cups 1-inch-square bread cubes, from good country-style bread","1-inch-square bread cubes, from good country-style bread",8.0,0.0,cup,
81495,8 ounces goat cheese,goat cheese,8.0,0.0,ounce,
81496,2 tablespoons coarsely chopped Italian parsley,Italian parsley,2.0,0.0,tablespoon,coarsely chopped
81497,3 10-ounce packages frozen lima beans,(10-ounce each) frozen lima beans,3.0,0.0,package,
81498,1/2 cup heavy cream,heavy cream,0.5,0.0,cup,
81499,Freshly ground pepper to taste,freshly ground pepper to taste,0.0,0.0,,
81500,1 teaspoon dried thyme,dried thyme,1.0,0.0,teaspoon,
81501,7 tablespoons olive oil,olive oil,7.0,0.0,tablespoon,
81502,"4 1/2 pounds plum tomatoes, cored and halved lengthwise",plum tomatoes,4.5,0.0,pound,cored and halved lengthwise
81503,2 1/2 teaspoons kosher salt,kosher salt,2.5,0.0,teaspoon,
81504,1 tablespoon chopped Italian parsley,parsley,1.0,0.0,tablespoon,chopped Italian
81505,"2 1/2 pounds jumbo shrimp, shelled and deveined",jumbo shrimp,2.5,0.0,pound,shelled and deveined
81506,1 cup coarse fresh bread crumbs,bread crumbs,1.0,0.0,cup,coarse fresh
81507,"1/2 pound thinly sliced prosciutto, trimmed of excess fat, cut across into thirds",prosciutto,0.5,0.0,pound,"thinly sliced, trimmed of excess fat, cut across into thirds"
81508,1/4 teaspoon cayenne pepper,cayenne pepper,0.25,0.0,teaspoon,
81509,"4 pounds sweet potatoes (about 6 medium), peeled and cut into 1/8-inch-thick slices",sweet potatoes,4.0,0.0,pound,"(about 6 medium), peeled and cut into 1/8-inch-thick slices"
81510,3 1/2 teaspoons kosher salt,salt,3.5,0.0,teaspoon,kosher
81511,Freshly ground pepper to taste,pepper,0.0,0.0,,Freshly ground to taste
81512,"3 medium red onions, peeled and thinly sliced",onions,3.0,0.0,,"medium red, peeled and thinly sliced"
81513,1 1/2 cups white wine,white wine,1.5,0.0,cup,
81514,1/4 cup Sherry,Sherry,0.25,0.0,cup,
81515,1/4 cup fresh lemon juice,lemon juice,0.25,0.0,cup,fresh
81516,1 teaspoon crushed pepper flakes,pepper flakes,1.0,0.0,teaspoon,crushed
81517,1/4 cup plus 1 tablespoon olive oil,olive oil,5.0,0.0,tablespoon,
81518,Salt and freshly ground pepper to taste,Salt and pepper,0.0,0.0,,freshly ground to taste
81519,1/2 teaspoon ground cumin,cumin,0.5,0.0,teaspoon,ground
81520,6 tablespoons olive oil,olive oil,6.0,0.0,tablespoon,
81521,4 tablespoons coarsely chopped fresh coriander,coriander,4.0,0.0,tablespoon,coarsely chopped fresh
81522,2 tablespoons red-wine vinegar,red-wine vinegar,2.0,0.0,tablespoon,
81523,"2 hard-boiled eggs, peeled and quartered",egg,2.0,0.0,,"hard-boiled, peeled and quartered"
81524,2 teaspoons finely chopped garlic,garlic,2.0,0.0,teaspoon,finely chopped
81525,2 ripe avocados,avocados,2.0,0.0,,ripe
81526,4 ripe plum tomatoes,plum tomatoes,4.0,0.0,,ripe
81527,"1 medium-size red onion, cut into thin slices",red onion,1.0,0.0,,"medium-size, cut into thin slices"
81528,4 tablespoons freshly chopped coriander or parsley,coriander,4.0,0.0,tablespoon,freshly chopped or parsley
81529,1/8 teaspoon red hot pepper flakes,red pepper flakes,0.13,0.0,teaspoon,hot
81530,2 cups vegetable oil,vegetable oil,2.0,0.0,cup,
81531,3 tablespoons olive oil,olive oil,3.0,0.0,tablespoon,
81532,2 garlic cloves,garlic,2.0,0.0,clove,
81533,Salt to taste,Salt,0.0,0.0,,to taste
81534,2 green plantains,green plantains,2.0,0.0,,
81535,4 tablespoons chopped fresh coriander or basil,coriander,4.0,0.0,tablespoon,chopped fresh or basil
81536,2 tablespoons fresh lime juice,lime juice,2.0,0.0,tablespoon,fresh
81537,"4 ripe plum tomatoes, skinned, seeded and diced small",plum tomatoes,4.0,0.0,,"ripe, skinned, seeded and diced small"
81538,1 tablespoon chopped garlic,garlic,1.0,0.0,tablespoon,chopped
81539,1 tablespoon chopped fresh oregano or 2 teaspoons dried,oregano,1.0,0.0,tablespoon,chopped fresh or 2 teaspoons dried
81540,2 tablespoons flour,flour,2.0,0.0,tablespoon,
81541,2 tablespoons butter,butter,2.0,0.0,tablespoon,
81542,2 tablespoons olive oil,olive oil,2.0,0.0,tablespoon,
81543,Salt and freshly ground pepper to taste,Salt and pepper,0.0,0.0,,freshly ground to taste
81544,"4 skinless, boneless chicken breast halves",chicken breast,4.0,0.0,,"skinless, boneless halves"
81545,Freshly ground pepper to taste,pepper,0.0,0.0,,Freshly ground to taste
81546,1/8 teaspoon salt,salt,0.13,0.0,teaspoon,
81547,2 tablespoons rice vinegar,rice vinegar,2.0,0.0,tablespoon,
81548,1/2 of a 28-ounce can of no-salt-added tomatoes,tomatoes,14.0,0.0,ounce,1/2 of a 28-ounce can of no-salt-added
81549,2 tablespoons plus 1 teaspoon flour,flour,7.0,0.0,teaspoon,
81550,1/2 cup nonfat buttermilk,buttermilk,0.5,0.0,cup,nonfat
81551,4 cleaned soft-shell crabs,crabs,4.0,0.0,,cleaned soft-shell
81552,1 teaspoon toasted sesame oil,sesame oil,1.0,0.0,teaspoon,toasted
81553,12 ounces new potatoes,potatoes,12.0,0.0,ounce,new
81554,16 ounces whole broccoli or 8 ounces ready-cut broccoli florets (3 1/2 to 4 cups),broccoli,16.0,0.0,ounce,whole or 8 ounces ready-cut florets (3 1/2 to 4 cups)
81555,1 large scallion,scallion,1.0,0.0,,large
81556,2 teaspoons toasted sesame oil,sesame oil,2.0,0.0,teaspoon,toasted
81557,1/4 teaspoon sugar,sugar,0.25,0.0,teaspoon,
81558,2 medium cloves garlic,garlic,2.0,0.0,clove,
81559,1/2 teaspoon ground cumin,cumin,0.5,0.0,teaspoon,ground
81560,1/8 teaspoon crushed red pepper flakes,red pepper flakes,0.13,0.0,teaspoon,crushed
81561,Pan spray,Pan spray,0.0,0.0,,
81562,2 tablespoons water,water,2.0,0.0,tablespoon,
81563,2 tablespoons finely chopped shallots,shallots,2.0,0.0,tablespoon,finely chopped
81564,"1/2 pound butter, at room temperature",butter,0.5,0.0,pound,at room temperature
81565,2 tablespoons red-wine vinegar,red-wine vinegar,2.0,0.0,tablespoon,
81566,7 ounces sweetened shredded coconut,coconut,7.0,0.0,ounce,sweetened shredded
81567,3 egg whites,egg,3.0,0.0,,whites
81568,1 cup sugar,sugar,1.0,0.0,cup,
81569,"3 ounces semisweet chocolate, melted and cooled to room temperature",semisweet chocolate,3.0,0.0,ounce,melted and cooled to room temperature
81570,"Confectioners' sugar, for dusting",Confectioners' sugar,0.0,0.0,,for dusting
81571,1 2/3 cups almonds (8 ounces),almonds,1.67,0.0,cup,8 ounces
81572,1 cup sugar,sugar,1.0,0.0,cup,
81573,3 egg whites,egg,3.0,0.0,,whites
81574,Salt and freshly ground pepper to taste,Salt and pepper,0.0,0.0,,freshly ground to taste
81575,3 cups (15 ounces) almonds,almonds,3.0,0.0,cup,15 ounces
81576,3 pounds ripe tomatoes,tomatoes,3.0,0.0,pound,ripe
81577,2/3 cup extra-virgin olive oil,olive oil,0.67,0.0,cup,extra-virgin
81578,1/4 cup chopped fresh basil leaves,basil leaves,0.25,0.0,cup,chopped fresh
81579,1 tablespoon chopped fresh marjoram or oregano,marjoram,1.0,0.0,tablespoon,chopped fresh or oregano
81580,1/8 cup balsamic vinegar,balsamic vinegar,0.13,0.0,cup,
81581,Salt and freshly ground black pepper,Salt and black pepper,0.0,0.0,,freshly ground
81582,Salt and freshly ground black pepper to taste,Salt and black pepper,0.0,0.0,,freshly ground to taste
81583,"6 halves of chicken breasts, boneless, with skin and wing joint",chicken breasts,6.0,0.0,half,"boneless, with skin and wing joint"
81584,Juice of 1 lemon,lemon,1.0,0.0,,Juice of
81585,"3 cloves garlic, peeled and sliced thin",garlic,3.0,0.0,clove,peeled and sliced thin
81586,"6 shallots, peeled and sliced thin",shallots,6.0,0.0,,peeled and sliced thin
81587,1/4 cup Italian parsley leaves,parsley leaves,0.25,0.0,cup,Italian
81588,1 tablespoon honey,honey,1.0,0.0,tablespoon,
81589,1/2 teaspoon tamarind concentrate (optional),tamarind concentrate,0.5,0.0,teaspoon,optional
81590,1 pint plain low-fat yogurt,plain yogurt,1.0,0.0,pint,low-fat
81591,Pinch of ground cumin,cumin,1.0,0.0,pinch,ground
81592,Pinch of ground turmeric,turmeric,1.0,0.0,pinch,ground
81593,2 tablespoons finely minced fresh mint leaves,mint leaves,2.0,0.0,tablespoon,finely minced fresh
81594,1/4 cup vegetable oil,vegetable oil,0.25,0.0,cup,
81595,1 tablespoon chopped Italian parsley,parsley,1.0,0.0,tablespoon,chopped Italian
81596,"6 salmon steaks (with bone), 8 to 10 ounces each",salmon,6.0,0.0,steak,"(with bone), 8 to 10 ounces each"
81597,2 tablespoons olive oil,olive oil,2.0,0.0,tablespoon,
81598,"2 cloves garlic, minced",garlic,2.0,0.0,clove,minced
81599,1 tablespoon garam masala (see note),garam masala,1.0,0.0,tablespoon,see note
81600,1 tablespoon sugar,sugar,1.0,0.0,tablespoon,
81601,3 tablespoons grated fresh ginger,ginger,3.0,0.0,tablespoon,grated fresh
81602,"1 anchovy mashed, or 1 1/2 teaspoons anchovy paste",anchovy,1.0,0.0,,"mashed, or 1 1/2 teaspoons anchovy paste"
81603,"2 cloves garlic, minced",garlic,2.0,0.0,clove,minced
81604,1/4 cup lemon juice,lemon juice,0.25,0.0,cup,
81605,1/3 cup extra-virgin olive oil,olive oil,0.33,0.0,cup,extra-virgin
81606,Salt and freshly ground black pepper to taste,Salt and black pepper,0.0,0.0,,freshly ground to taste
81607,"2 ripe mangoes, peeled, pitted and diced",mangoes,2.0,0.0,,"ripe, peeled, pitted and diced"
81608,1/4 cup rice vinegar,rice vinegar,0.25,0.0,cup,
81609,"2 small fresh hot green chilies, each about 2 inches long, trimmed and finely chopped",green chilies,2.0,0.0,,"small fresh hot, each about 2 inches long, trimmed and finely chopped"
81610,"1 pound mushrooms with large caps (portobello, cremini, oyster, shiitake or a mixture)",mushrooms,1.0,0.0,pound,"with large caps (portobello, cremini, oyster, shiitake or a mixture)"
81611,2 tablespoons sugar,sugar,2.0,0.0,tablespoon,
81612,1 cup coriander leaves,coriander leaves,1.0,0.0,cup,
81613,5 tablespoons lime juice,lime juice,5.0,0.0,tablespoon,
81614,"1 teaspoon salt, if desired",salt,1.0,0.0,teaspoon,if desired
81615,1/4 teaspoon asafetida,asafetida,0.25,0.0,teaspoon,
81616,Juice of half a lime,lime,0.5,0.0,,Juice of half a lime
81617,1/2 cup coarsely chopped fresh coriander leaves,coriander leaves,0.5,0.0,cup,coarsely chopped fresh
81618,"2 cucumbers, peeled and cut into 1/4-inch cubes",cucumbers,2.0,0.0,,peeled and cut into 1/4-inch cubes
81619,"1 cup roasted chickpeas (daalia), coarsely crushed in blender or food processor",chickpeas,1.0,0.0,cup,"roasted (daalia), coarsely crushed in blender or food processor"
81620,1/4 teaspoon dried cumin seeds,cumin seeds,0.25,0.0,teaspoon,dried
81621,1 teaspoon dried black mustard seeds,black mustard seeds,1.0,0.0,teaspoon,dried
81622,4 small dried hot red peppers,red peppers,4.0,0.0,,small dried hot
81623,12 whole cloves,cloves,12.0,0.0,,whole
81624,1 1-inch stick cinnamon broken into small pieces,cinnamon,1.0,0.0,stick,1-inch broken into small pieces
81625,2 tablespoons unsalted butter,unsalted butter,2.0,0.0,tablespoon,
81626,4 teaspoons sugar,sugar,4.0,0.0,teaspoon,
81627,"18 curry leaves, rinsed and patted dry, preferably fresh (or use double the amount dried)",curry leaves,18.0,0.0,,"rinsed and patted dry, preferably fresh (or use double the amount dried)"
81628,"1 small red ripe tomato, about 1/4 pound",tomato,1.0,0.0,,"small red ripe, about 1/4 pound"
81629,"1 tablespoon salt, if desired",salt,1.0,0.0,tablespoon,if desired
81630,1 1-inch cube of peeled fresh ginger,ginger,1.0,0.0,cube,1-inch of peeled fresh
81631,"4 small, fresh hot green chilies, each about 2 inches long",green chilies,4.0,0.0,,"small, fresh hot, each about 2 inches long"
81632,7 cups water,water,7.0,0.0,cup,
81633,1/2 cup chickpea flour,chickpea flour,0.5,0.0,cup,
81634,"1 cup coarsely chopped, loosely packed fresh coriander leaves",coriander leaves,1.0,0.0,cup,"coarsely chopped, loosely packed fresh"
81635,"2 cups yogurt (or sour cream, if preferred)",yogurt,2.0,0.0,cup,"or sour cream, if preferred"
81636,"2 teaspoons salt, if desired",salt,2.0,0.0,teaspoon,if desired
81637,2 teaspoons ground coriander,coriander,2.0,0.0,teaspoon,ground
81638,1 teaspoon ground hot red pepper or cayenne,red pepper,1.0,0.0,teaspoon,ground hot or cayenne
81639,2 tablespoons finely minced garlic,garlic,2.0,0.0,tablespoon,finely minced
81640,1/2 teaspoon turmeric,turmeric,0.5,0.0,teaspoon,
81641,1/8 teaspoon asafetida,asafetida,0.13,0.0,teaspoon,
81642,"1 small fresh hot green chili, about 2 inches long, finely chopped",green chili,1.0,0.0,,"small fresh hot, about 2 inches long, finely chopped"
81643,"1/2 cup corn, peanut or vegetable oil",oil,0.5,0.0,cup,"corn, peanut or vegetable"
81644,2 cups sugar,sugar,2.0,0.0,cup,
81645,Slivered almonds,slivered almonds,0.0,0.0,,
81646,pistachios for garnish,pistachios for garnish,0.0,0.0,,
81647,1 cup dried moong beans (hulled and split yellow mung beans),beans,1.0,0.0,cup,dried moong (hulled and split yellow mung beans)
